"variable","lower","upper","med","real","real.in.83","real.minus.med","percent.error","run_id"
"gorgonianElectivity",0.0316624898873387,0.259084347737936,0.144093247415426,0.164403327544996,TRUE,0.0203100801295697,-12.3538132912857,36
"fireElectivity",0.801379371052104,1.06921415697548,0.931008777876519,0.658046630790221,FALSE,-0.272962147086298,41.4806693499075,36
"spongeElectivity",-1.12973713491938,-0.797646325811515,-0.96272076414425,-0.774419742308801,FALSE,0.188301021835449,24.3151112436857,36
"scleractinianElectivity",-1.00653225475809,-0.71647239529904,-0.860352442837582,-0.908575751699022,TRUE,-0.0482233088614393,-5.30757163299401,36
"gorgonianElectivity",-0.418649916865241,-0.150422989349805,-0.286337856191211,-0.497749386024871,FALSE,-0.21141152983366,-42.4734888217615,37
"fireElectivity",-0.490830560723951,-0.221491914720901,-0.357033060352706,-0.637044510630347,FALSE,-0.28001145027764,-43.9547701306731,37
"spongeElectivity",1.01680269345177,1.34788960799526,1.1774087415931,0.676231932030489,FALSE,-0.50117680956261,74.1131534646331,37
"scleractinianElectivity",-6.89747927144048,-2.2010192668874,-4.27954876059653,-1.869411030258,FALSE,2.41013773033853,128.924976440623,37
"gorgonianElectivity",-0.64801902712996,-0.395951530178819,-0.522869853998652,-0.493841400125334,TRUE,0.0290284538733186,5.87809241306042,38
"fireElectivity",1.14374222188719,1.46132904652078,1.29906282684597,1.04331053746515,FALSE,-0.255752289380818,24.513534580241,38
"spongeElectivity",-0.452346354276455,-0.216399812765842,-0.335485858018296,-0.183860938596854,FALSE,0.151624919421443,82.4671736033645,38
"scleractinianElectivity",-1.15859560678742,-0.823656623597712,-0.989162785712674,-1.0484590482976,TRUE,-0.0592962625849298,-5.65556305524855,38
"gorgonianElectivity",1.40198981578603,1.67849978756395,1.53512265534102,2.48092038385889,FALSE,0.945797728517867,-38.1228569312954,39
"fireElectivity",-0.174954319401794,0.0132968100141158,-0.0813430351768597,0.0271648423874321,FALSE,0.108507877564292,-399.442323341045,39
"spongeElectivity",-6.94175426076058,-2.34365396434996,-4.34710957958318,-1.45270517345354,FALSE,2.89440440612964,199.242383039686,39
"scleractinianElectivity",-0.925789416999557,-0.708255088541119,-0.81804819683713,-0.673642807416947,FALSE,0.144405389420183,21.4364924304468,39
